sku,item_number,upc_ean_gtin,manufacturer_part_number,product_name,short_description,long_description,product_category,subcategory,brand,model,product_status,unit_of_measure,inventory_type,stocking_indicator,reorder_point,safety_stock,lead_time_days,min_order_qty,max_order_qty,cycle_count_class,lot_controlled,serial_controlled,standard_cost,average_cost,last_cost,list_price,selling_price,currency,price_effective_date,primary_vendor_id,primary_vendor_name,vendor_sku,vendor_lead_time_days,country_of_origin,weight_lbs,length_in,width_in,height_in,volume_cubic_in,color,material,hazardous_material_flag,warehouse_id,zone,aisle,rack,shelf,bin,warehouse_location_code,storage_type,seo_title,product_image_url,product_page_url,marketing_description,keywords,web_enabled,channel,created_date,created_by,last_modified_date,last_modified_by,version_number
STO-NOV-R318-PLUS-0908,ITM-000908,475619617650,MPN-NOV-249419,NovaVision R318-PLUS External HDD,External HDD by NovaVision,NovaVision R318-PLUS External HDD for consumer and business electronics applications.,Storage,External HDD,NovaVision,R318-PLUS,Active,EA,Finished Good,Stocked,210,4,53,1,250,B,N,Y,342.94,357.01,362.43,660.13,557.51,USD,2024-07-16,SUP-008,Penang Device Assembly,V-SUP-008-10366,47,Malaysia,1.13,3.08,3.57,2.13,23.42,Gray,Mixed Materials,N,WH-MIA-01,Z11,A15,R066,S01,B04,Z11-A15-R066-S01-B04,Cage,Buy NovaVision R318-PLUS External HDD,https://example.com/images/STO-NOV-R318-PLUS-0908.jpg,https://example.com/products/STO-NOV-R318-PLUS-0908,Reliable external hdd with modern electronics features and dependable performance.,"storage,external-hdd,novavision,r318-plus",Y,B2B,2024-07-16,mchen,2024-08-09,kpatel,4
ROU-TER-R689-PLUS-0909,ITM-000909,274622689753,MPN-TER-193163,TerraWave R689-PLUS 5G Router,5G Router by TerraWave,TerraWave R689-PLUS 5G Router for consumer and business electronics applications.,Router,5G Router,TerraWave,R689-PLUS,Active,EA,Finished Good,Non-stocked,230,46,13,20,500,A,N,Y,96.21,96.74,96.98,164.28,150.91,USD,2024-11-19,SUP-002,Taipei Core Components,V-SUP-002-60379,27,Taiwan,2.83,11.16,6.01,3.43,230.06,Blue,Copper,N,WH-MIA-01,Z04,A38,R091,S07,B03,Z04-A38-R091-S07-B03,Shelf,Buy TerraWave R689-PLUS 5G Router,https://example.com/images/ROU-TER-R689-PLUS-0909.jpg,https://example.com/products/ROU-TER-R689-PLUS-0909,Reliable 5g router with modern electronics features and dependable performance.,"router,5g-router,terrawave,r689-plus",Y,B2B,2024-11-19,mchen,2025-05-11,kpatel,12
ROU-TER-R176-WH-0910,ITM-000910,736850705182,MPN-TER-466555,TerraWave R176-WH VPN Router,VPN Router by TerraWave,TerraWave R176-WH VPN Router for consumer and business electronics applications.,Router,VPN Router,TerraWave,R176-WH,Active,EA,Finished Good,Stocked,237,17,53,1,250,A,N,Y,210.11,204.13,209.3,440.11,410.9,USD,2024-01-10,SUP-005,Austin Tech Distribution,V-SUP-005-17155,39,USA,6.72,8.11,7.44,4.65,280.57,Gray,Glass,N,WH-MIA-01,Z20,A27,R052,S08,B04,Z20-A27-R052-S08-B04,Shelf,Buy TerraWave R176-WH VPN Router,https://example.com/images/ROU-TER-R176-WH-0910.jpg,https://example.com/products/ROU-TER-R176-WH-0910,Reliable vpn router with modern electronics features and dependable performance.,"router,vpn-router,terrawave,r176-wh",Y,E-commerce,2024-01-10,kpatel,2024-02-02,arodriguez,3
KEY-PIX-P487-PLUS-0911,ITM-000911,475665732977,MPN-PIX-415475,PixelPro P487-PLUS Ergonomic Keyboard,Ergonomic Keyboard by PixelPro,PixelPro P487-PLUS Ergonomic Keyboard for consumer and business electronics applications.,Keyboard,Ergonomic Keyboard,PixelPro,P487-PLUS,Active,EA,Finished Good,Non-stocked,20,45,3,5,2500,B,N,N,106.79,110.44,103.56,175.09,159.36,USD,2025-03-04,SUP-010,Bangalore Peripheral Supply,V-SUP-010-38875,64,India,11.82,18.15,7.54,7.32,1001.75,Gray,Plastic,N,WH-MIA-01,Z04,A20,R090,S08,B01,Z04-A20-R090-S08-B01,Rack,Buy PixelPro P487-PLUS Ergonomic Keyboard,https://example.com/images/KEY-PIX-P487-PLUS-0911.jpg,https://example.com/products/KEY-PIX-P487-PLUS-0911,Reliable ergonomic keyboard with modern electronics features and dependable performance.,"keyboard,ergonomic-keyboard,pixelpro,p487-plus",Y,Retail,2025-03-04,sku_admin,2025-03-29,arodriguez,9
ACC-TER-R640-BK-0912,ITM-000912,629309615071,MPN-TER-983140,TerraWave R640-BK Docking Station,Docking Station by TerraWave,TerraWave R640-BK Docking Station for consumer and business electronics applications.,Accessory,Docking Station,TerraWave,R640-BK,Active,EA,Component,Stocked,36,52,41,1,250,B,N,N,226.0,225.22,216.42,411.05,382.84,USD,2025-08-31,SUP-008,Penang Device Assembly,V-SUP-008-68086,9,Malaysia,9.96,12.76,13.11,5.22,873.22,Graphite,Plastic,N,WH-MIA-01,Z20,A28,R087,S04,B01,Z20-A28-R087-S04-B01,Rack,Buy TerraWave R640-BK Docking Station,https://example.com/images/ACC-TER-R640-BK-0912.jpg,https://example.com/products/ACC-TER-R640-BK-0912,Reliable docking station with modern electronics features and dependable performance.,"accessory,docking-station,terrawave,r640-bk",Y,B2B,2025-08-31,arodriguez,2026-01-25,sku_admin,7
COM-COR-G983-MAX-0913,ITM-000913,308788477988,MPN-COR-629263,CoreByte G983-MAX Desktop PC,Desktop PC by CoreByte,CoreByte G983-MAX Desktop PC for consumer and business electronics applications.,Computer,Desktop PC,CoreByte,G983-MAX,Active,EA,Finished Good,Stocked,204,29,32,1,2500,B,N,N,1483.39,1490.01,1443.35,3037.68,2435.4,USD,2024-11-28,SUP-009,Berlin Network Systems,V-SUP-009-87386,50,Germany,10.06,19.14,6.17,14.14,1669.85,Black,Aluminum,N,WH-MIA-01,Z02,A37,R092,S08,B01,Z02-A37-R092-S08-B01,Pallet,Buy CoreByte G983-MAX Desktop PC,https://example.com/images/COM-COR-G983-MAX-0913.jpg,https://example.com/products/COM-COR-G983-MAX-0913,Reliable desktop pc with modern electronics features and dependable performance.,"computer,desktop-pc,corebyte,g983-max",Y,Retail,2024-11-28,sku_admin,2025-02-01,arodriguez,7
STO-SIG-R189-BK-0914,ITM-000914,567814082824,MPN-SIG-888884,SignalMax R189-BK External HDD,External HDD by SignalMax,SignalMax R189-BK External HDD for consumer and business electronics applications.,Storage,External HDD,SignalMax,R189-BK,Active,EA,Finished Good,Stocked,245,79,44,1,250,B,Y,Y,37.85,38.65,39.22,83.52,69.22,USD,2024-03-05,SUP-002,Taipei Core Components,V-SUP-002-19772,35,Taiwan,5.79,12.69,10.3,5.22,682.29,Graphite,Plastic,N,WH-MIA-01,Z18,A06,R029,S02,B05,Z18-A06-R029-S02-B05,Cage,Buy SignalMax R189-BK External HDD,https://example.com/images/STO-SIG-R189-BK-0914.jpg,https://example.com/products/STO-SIG-R189-BK-0914,Reliable external hdd with modern electronics features and dependable performance.,"storage,external-hdd,signalmax,r189-bk",Y,B2B,2024-03-05,gtovar,2024-06-06,mchen,1
MOU-SIG-N388-MAX-0915,ITM-000915,405815193942,MPN-SIG-618535,SignalMax N388-MAX Bluetooth Mouse,Bluetooth Mouse by SignalMax,SignalMax N388-MAX Bluetooth Mouse for consumer and business electronics applications.,Mouse,Bluetooth Mouse,SignalMax,N388-MAX,Active,EA,Finished Good,Stocked,231,13,58,20,100,C,N,N,81.18,83.87,82.77,166.09,156.56,USD,2024-03-23,SUP-010,Bangalore Peripheral Supply,V-SUP-010-60952,17,India,0.85,5.98,3.91,1.07,25.02,White,Mixed Materials,N,WH-MIA-01,Z14,A34,R010,S05,B03,Z14-A34-R010-S05-B03,Pallet,Buy SignalMax N388-MAX Bluetooth Mouse,https://example.com/images/MOU-SIG-N388-MAX-0915.jpg,https://example.com/products/MOU-SIG-N388-MAX-0915,Reliable bluetooth mouse with modern electronics features and dependable performance.,"mouse,bluetooth-mouse,signalmax,n388-max",Y,B2B,2024-03-23,kpatel,2024-07-10,sku_admin,5
ROU-QUA-P151-MAX-0916,ITM-000916,058582404977,MPN-QUA-846259,QuantumGear P151-MAX Wi-Fi Router,Wi-Fi Router by QuantumGear,QuantumGear P151-MAX Wi-Fi Router for consumer and business electronics applications.,Router,Wi-Fi Router,QuantumGear,P151-MAX,Inactive,EA,Finished Good,Stocked,184,43,47,5,250,B,N,N,31.6,30.86,30.28,77.22,63.96,USD,2025-03-05,SUP-007,Hanoi Electronics Manufacturing,V-SUP-007-89956,39,Vietnam,1.19,7.82,8.47,2.74,181.48,Red,Copper,N,WH-MIA-01,Z05,A20,R079,S05,B04,Z05-A20-R079-S05-B04,Rack,Buy QuantumGear P151-MAX Wi-Fi Router,https://example.com/images/ROU-QUA-P151-MAX-0916.jpg,https://example.com/products/ROU-QUA-P151-MAX-0916,Reliable wi-fi router with modern electronics features and dependable performance.,"router,wi-fi-router,quantumgear,p151-max",N,E-commerce,2025-03-05,kpatel,2025-05-11,gtovar,10
ACC-NOV-X239-PRO-0917,ITM-000917,334922777085,MPN-NOV-705295,NovaVision X239-PRO Docking Station,Docking Station by NovaVision,NovaVision X239-PRO Docking Station for consumer and business electronics applications.,Accessory,Docking Station,NovaVision,X239-PRO,Active,EA,Finished Good,Stocked,113,66,14,1,2500,C,N,N,221.83,219.86,230.76,371.29,337.16,USD,2025-11-19,SUP-003,Seoul Digital Supply,V-SUP-003-91600,74,South Korea,1.64,11.88,2.05,2.09,50.9,Red,ABS Plastic,N,WH-MIA-01,Z11,A31,R052,S05,B01,Z11-A31-R052-S05-B01,Pallet,Buy NovaVision X239-PRO Docking Station,https://example.com/images/ACC-NOV-X239-PRO-0917.jpg,https://example.com/products/ACC-NOV-X239-PRO-0917,Reliable docking station with modern electronics features and dependable performance.,"accessory,docking-station,novavision,x239-pro",Y,Retail,2025-11-19,gtovar,2026-02-21,jmartinez,4
STO-APE-G876-SL-0918,ITM-000918,973175252324,MPN-APE-346129,ApexTech G876-SL USB Flash Drive,USB Flash Drive by ApexTech,ApexTech G876-SL USB Flash Drive for consumer and business electronics applications.,Storage,USB Flash Drive,ApexTech,G876-SL,Active,EA,Finished Good,Non-stocked,42,14,50,1,2500,B,N,Y,307.64,321.62,298.89,554.0,526.97,USD,2025-06-14,SUP-004,Tokyo Precision Devices,V-SUP-004-15461,65,Japan,13.33,9.35,2.16,7.39,149.25,Silver,Polycarbonate,N,WH-MIA-01,Z11,A21,R093,S01,B03,Z11-A21-R093-S01-B03,Rack,Buy ApexTech G876-SL USB Flash Drive,https://example.com/images/STO-APE-G876-SL-0918.jpg,https://example.com/products/STO-APE-G876-SL-0918,Reliable usb flash drive with modern electronics features and dependable performance.,"storage,usb-flash-drive,apextech,g876-sl",Y,B2B,2025-06-14,mchen,2025-07-27,arodriguez,8
ROU-ZEN-R867-PRO-0919,ITM-000919,062587360805,MPN-ZEN-469161,Zenith Digital R867-PRO 5G Router,5G Router by Zenith Digital,Zenith Digital R867-PRO 5G Router for consumer and business electronics applications.,Router,5G Router,Zenith Digital,R867-PRO,Active,EA,Finished Good,Stocked,216,88,11,5,250,A,N,N,434.88,456.4,434.24,642.63,609.7,USD,2025-03-30,SUP-002,Taipei Core Components,V-SUP-002-81410,70,Taiwan,3.28,13.35,9.09,2.8,339.78,Graphite,Copper,N,WH-MIA-01,Z01,A14,R039,S02,B03,Z01-A14-R039-S02-B03,Shelf,Buy Zenith Digital R867-PRO 5G Router,https://example.com/images/ROU-ZEN-R867-PRO-0919.jpg,https://example.com/products/ROU-ZEN-R867-PRO-0919,Reliable 5g router with modern electronics features and dependable performance.,"router,5g-router,zenith-digital,r867-pro",Y,Retail,2025-03-30,arodriguez,2025-07-30,sku_admin,8
ACC-BRI-P108-MAX-0920,ITM-000920,053828981223,MPN-BRI-790974,BrightView P108-MAX Laptop Stand,Laptop Stand by BrightView,BrightView P108-MAX Laptop Stand for consumer and business electronics applications.,Accessory,Laptop Stand,BrightView,P108-MAX,Active,EA,Component,Stocked,120,90,50,1,250,C,N,N,148.47,147.22,146.61,240.47,224.16,USD,2025-11-23,SUP-006,Monterrey Cable Works,V-SUP-006-84157,54,Mexico,13.92,5.63,4.2,1.11,26.25,White,Copper,N,WH-MIA-01,Z07,A18,R099,S07,B03,Z07-A18-R099-S07-B03,Cage,Buy BrightView P108-MAX Laptop Stand,https://example.com/images/ACC-BRI-P108-MAX-0920.jpg,https://example.com/products/ACC-BRI-P108-MAX-0920,Reliable laptop stand with modern electronics features and dependable performance.,"accessory,laptop-stand,brightview,p108-max",Y,E-commerce,2025-11-23,jmartinez,2026-01-30,mchen,9
KEY-SIG-P683-MAX-0921,ITM-000921,399451068382,MPN-SIG-746292,SignalMax P683-MAX Mechanical Keyboard,Mechanical Keyboard by SignalMax,SignalMax P683-MAX Mechanical Keyboard for consumer and business electronics applications.,Keyboard,Mechanical Keyboard,SignalMax,P683-MAX,Active,EA,Finished Good,Stocked,102,20,40,10,1000,A,N,N,45.6,46.08,47.48,105.11,86.94,USD,2024-06-29,SUP-002,Taipei Core Components,V-SUP-002-99991,54,Taiwan,11.33,7.17,10.46,6.71,503.24,Blue,Aluminum,N,WH-MIA-01,Z12,A25,R077,S06,B04,Z12-A25-R077-S06-B04,Rack,Buy SignalMax P683-MAX Mechanical Keyboard,https://example.com/images/KEY-SIG-P683-MAX-0921.jpg,https://example.com/products/KEY-SIG-P683-MAX-0921,Reliable mechanical keyboard with modern electronics features and dependable performance.,"keyboard,mechanical-keyboard,signalmax,p683-max",Y,Retail,2024-06-29,kpatel,2024-09-17,gtovar,9
AUD-NEX-G626-MAX-0922,ITM-000922,608110714923,MPN-NEX-838187,NextCom G626-MAX Soundbar,Soundbar by NextCom,NextCom G626-MAX Soundbar for consumer and business electronics applications.,Audio,Soundbar,NextCom,G626-MAX,Active,EA,Finished Good,Stocked,67,54,35,1,2500,C,N,Y,409.55,405.82,430.06,743.64,681.06,USD,2024-08-17,SUP-008,Penang Device Assembly,V-SUP-008-19951,69,Malaysia,2.27,4.92,4.58,4.88,109.96,Black,Glass,N,WH-MIA-01,Z16,A32,R054,S04,B05,Z16-A32-R054-S04-B05,Rack,Buy NextCom G626-MAX Soundbar,https://example.com/images/AUD-NEX-G626-MAX-0922.jpg,https://example.com/products/AUD-NEX-G626-MAX-0922,Reliable soundbar with modern electronics features and dependable performance.,"audio,soundbar,nextcom,g626-max",Y,Retail,2024-08-17,kpatel,2024-09-04,mchen,1
ACC-VOL-P437-PRO-0923,ITM-000923,842181801874,MPN-VOL-585126,VoltEdge P437-PRO Power Adapter,Power Adapter by VoltEdge,VoltEdge P437-PRO Power Adapter for consumer and business electronics applications.,Accessory,Power Adapter,VoltEdge,P437-PRO,Active,EA,Finished Good,Stocked,187,90,60,1,100,A,N,N,45.92,46.82,46.26,90.41,80.18,USD,2024-06-30,SUP-004,Tokyo Precision Devices,V-SUP-004-74740,45,Japan,1.14,14.66,3.39,1.65,82.0,White,Aluminum,N,WH-MIA-01,Z17,A08,R058,S01,B03,Z17-A08-R058-S01-B03,Bulk,Buy VoltEdge P437-PRO Power Adapter,https://example.com/images/ACC-VOL-P437-PRO-0923.jpg,https://example.com/products/ACC-VOL-P437-PRO-0923,Reliable power adapter with modern electronics features and dependable performance.,"accessory,power-adapter,voltedge,p437-pro",Y,Retail,2024-06-30,jmartinez,2024-12-27,jmartinez,1
KEY-APE-N219-PRO-0924,ITM-000924,527261891095,MPN-APE-336188,ApexTech N219-PRO Wireless Keyboard,Wireless Keyboard by ApexTech,ApexTech N219-PRO Wireless Keyboard for consumer and business electronics applications.,Keyboard,Wireless Keyboard,ApexTech,N219-PRO,Active,EA,Finished Good,Stocked,9,10,32,10,250,B,N,N,17.34,17.7,16.82,34.92,30.14,USD,2024-03-17,SUP-001,Shenzhen Bright Electronics,V-SUP-001-60792,15,China,1.4,14.26,14.41,2.59,532.21,Gray,Polycarbonate,N,WH-MIA-01,Z19,A36,R012,S05,B01,Z19-A36-R012-S05-B01,Cage,Buy ApexTech N219-PRO Wireless Keyboard,https://example.com/images/KEY-APE-N219-PRO-0924.jpg,https://example.com/products/KEY-APE-N219-PRO-0924,Reliable wireless keyboard with modern electronics features and dependable performance.,"keyboard,wireless-keyboard,apextech,n219-pro",Y,Marketplace,2024-03-17,sku_admin,2024-05-26,mchen,3
STO-APE-R860-WH-0925,ITM-000925,509806353335,MPN-APE-128544,ApexTech R860-WH External HDD,External HDD by ApexTech,ApexTech R860-WH External HDD for consumer and business electronics applications.,Storage,External HDD,ApexTech,R860-WH,Active,EA,Finished Good,Stocked,186,25,29,1,500,A,Y,N,300.78,294.63,295.29,646.0,527.05,USD,2024-07-26,SUP-006,Monterrey Cable Works,V-SUP-006-48458,5,Mexico,10.08,16.77,14.32,1.9,456.28,Matte Black,Glass,N,WH-MIA-01,Z08,A09,R004,S07,B04,Z08-A09-R004-S07-B04,Pallet,Buy ApexTech R860-WH External HDD,https://example.com/images/STO-APE-R860-WH-0925.jpg,https://example.com/products/STO-APE-R860-WH-0925,Reliable external hdd with modern electronics features and dependable performance.,"storage,external-hdd,apextech,r860-wh",Y,Wholesale,2024-07-26,mchen,2024-08-09,jmartinez,10
KEY-PIX-A342-MAX-0926,ITM-000926,036385743391,MPN-PIX-716608,PixelPro A342-MAX Gaming Keyboard,Gaming Keyboard by PixelPro,PixelPro A342-MAX Gaming Keyboard for consumer and business electronics applications.,Keyboard,Gaming Keyboard,PixelPro,A342-MAX,Active,EA,Finished Good,Stocked,9,91,3,1,2500,B,N,N,20.02,20.02,19.96,41.63,38.96,USD,2025-01-04,SUP-005,Austin Tech Distribution,V-SUP-005-48070,54,USA,6.63,7.1,3.58,4.52,114.89,Blue,Steel,N,WH-MIA-01,Z01,A02,R029,S05,B03,Z01-A02-R029-S05-B03,Bulk,Buy PixelPro A342-MAX Gaming Keyboard,https://example.com/images/KEY-PIX-A342-MAX-0926.jpg,https://example.com/products/KEY-PIX-A342-MAX-0926,Reliable gaming keyboard with modern electronics features and dependable performance.,"keyboard,gaming-keyboard,pixelpro,a342-max",Y,E-commerce,2025-01-04,kpatel,2025-05-14,kpatel,11
ACC-COR-A273-BK-0927,ITM-000927,165198890609,MPN-COR-217536,CoreByte A273-BK Docking Station,Docking Station by CoreByte,CoreByte A273-BK Docking Station for consumer and business electronics applications.,Accessory,Docking Station,CoreByte,A273-BK,Active,EA,Component,Stocked,121,45,10,20,2500,A,N,N,126.52,127.51,126.02,191.39,181.55,USD,2025-03-11,SUP-007,Hanoi Electronics Manufacturing,V-SUP-007-83151,68,Vietnam,1.68,9.65,4.07,2.31,90.73,Silver,Plastic,N,WH-MIA-01,Z17,A19,R026,S07,B03,Z17-A19-R026-S07-B03,Shelf,Buy CoreByte A273-BK Docking Station,https://example.com/images/ACC-COR-A273-BK-0927.jpg,https://example.com/products/ACC-COR-A273-BK-0927,Reliable docking station with modern electronics features and dependable performance.,"accessory,docking-station,corebyte,a273-bk",Y,Wholesale,2025-03-11,kpatel,2025-07-26,kpatel,9
STO-APE-A492-PLUS-0928,ITM-000928,534764144271,MPN-APE-819562,ApexTech A492-PLUS External SSD,External SSD by ApexTech,ApexTech A492-PLUS External SSD for consumer and business electronics applications.,Storage,External SSD,ApexTech,A492-PLUS,Active,EA,Finished Good,Stocked,245,39,24,1,100,B,N,Y,20.58,20.05,19.94,39.3,33.49,USD,2025-12-05,SUP-001,Shenzhen Bright Electronics,V-SUP-001-36624,57,China,14.71,15.22,6.55,5.23,521.38,White,Plastic,N,WH-MIA-01,Z11,A28,R033,S03,B04,Z11-A28-R033-S03-B04,Bulk,Buy ApexTech A492-PLUS External SSD,https://example.com/images/STO-APE-A492-PLUS-0928.jpg,https://example.com/products/STO-APE-A492-PLUS-0928,Reliable external ssd with modern electronics features and dependable performance.,"storage,external-ssd,apextech,a492-plus",Y,E-commerce,2025-12-05,mchen,2026-01-09,arodriguez,10
AUD-OMN-N158-PLUS-0929,ITM-000929,814647023607,MPN-OMN-409960,OmniLink N158-PLUS Headphones,Headphones by OmniLink,OmniLink N158-PLUS Headphones for consumer and business electronics applications.,Audio,Headphones,OmniLink,N158-PLUS,Active,EA,Finished Good,Stocked,20,56,3,1,250,B,N,Y,283.08,289.55,271.88,445.36,404.53,USD,2025-01-13,SUP-002,Taipei Core Components,V-SUP-002-22611,54,Taiwan,6.92,6.17,4.43,1.25,34.17,Gray,Mixed Materials,N,WH-MIA-01,Z19,A23,R039,S02,B04,Z19-A23-R039-S02-B04,Rack,Buy OmniLink N158-PLUS Headphones,https://example.com/images/AUD-OMN-N158-PLUS-0929.jpg,https://example.com/products/AUD-OMN-N158-PLUS-0929,Reliable headphones with modern electronics features and dependable performance.,"audio,headphones,omnilink,n158-plus",Y,B2B,2025-01-13,kpatel,2025-03-22,gtovar,5
AUD-BRI-X556-SL-0930,ITM-000930,933969108296,MPN-BRI-783381,BrightView X556-SL Headphones,Headphones by BrightView,BrightView X556-SL Headphones for consumer and business electronics applications.,Audio,Headphones,BrightView,X556-SL,Inactive,EA,Finished Good,Stocked,116,15,11,1,1000,B,N,Y,593.67,623.35,593.01,996.44,872.0,USD,2024-09-10,SUP-006,Monterrey Cable Works,V-SUP-006-30347,50,Mexico,5.92,8.63,2.62,3.35,75.75,Matte Black,Plastic,N,WH-MIA-01,Z12,A04,R096,S02,B03,Z12-A04-R096-S02-B03,Bulk,Buy BrightView X556-SL Headphones,https://example.com/images/AUD-BRI-X556-SL-0930.jpg,https://example.com/products/AUD-BRI-X556-SL-0930,Reliable headphones with modern electronics features and dependable performance.,"audio,headphones,brightview,x556-sl",N,Retail,2024-09-10,mchen,2025-02-03,mchen,9
KEY-APE-A633-WH-0931,ITM-000931,514382552032,MPN-APE-805249,ApexTech A633-WH Mechanical Keyboard,Mechanical Keyboard by ApexTech,ApexTech A633-WH Mechanical Keyboard for consumer and business electronics applications.,Keyboard,Mechanical Keyboard,ApexTech,A633-WH,Discontinued,EA,Finished Good,Stocked,199,54,24,10,100,C,N,N,98.91,102.58,104.14,224.46,194.2,USD,2025-05-15,SUP-006,Monterrey Cable Works,V-SUP-006-97915,74,Mexico,3.03,17.56,12.52,7.94,1745.62,Gray,Plastic,N,WH-MIA-01,Z02,A22,R025,S01,B04,Z02-A22-R025-S01-B04,Bulk,Buy ApexTech A633-WH Mechanical Keyboard,https://example.com/images/KEY-APE-A633-WH-0931.jpg,https://example.com/products/KEY-APE-A633-WH-0931,Reliable mechanical keyboard with modern electronics features and dependable performance.,"keyboard,mechanical-keyboard,apextech,a633-wh",N,Wholesale,2025-05-15,gtovar,2025-07-10,kpatel,1
COM-NEX-P575-PRO-0932,ITM-000932,921910507197,MPN-NEX-136704,NextCom P575-PRO Workstation,Workstation by NextCom,NextCom P575-PRO Workstation for consumer and business electronics applications.,Computer,Workstation,NextCom,P575-PRO,Active,EA,Finished Good,Stocked,129,39,51,1,500,C,N,Y,1714.17,1798.28,1654.39,3064.9,2756.5,USD,2025-02-27,SUP-009,Berlin Network Systems,V-SUP-009-51217,64,Germany,21.55,14.94,8.9,11.76,1563.68,Silver,Polycarbonate,N,WH-MIA-01,Z08,A08,R099,S06,B03,Z08-A08-R099-S06-B03,Cage,Buy NextCom P575-PRO Workstation,https://example.com/images/COM-NEX-P575-PRO-0932.jpg,https://example.com/products/COM-NEX-P575-PRO-0932,Reliable workstation with modern electronics features and dependable performance.,"computer,workstation,nextcom,p575-pro",Y,Retail,2025-02-27,sku_admin,2025-07-03,mchen,3
STO-COR-N333-PRO-0933,ITM-000933,039190566514,MPN-COR-165946,CoreByte N333-PRO External HDD,External HDD by CoreByte,CoreByte N333-PRO External HDD for consumer and business electronics applications.,Storage,External HDD,CoreByte,N333-PRO,Inactive,EA,Finished Good,Stocked,83,26,4,5,1000,C,N,Y,570.76,573.91,602.37,991.82,855.41,USD,2024-07-09,SUP-007,Hanoi Electronics Manufacturing,V-SUP-007-41498,61,Vietnam,0.79,9.02,11.37,1.78,182.55,Blue,Copper,N,WH-MIA-01,Z04,A31,R001,S03,B03,Z04-A31-R001-S03-B03,Bulk,Buy CoreByte N333-PRO External HDD,https://example.com/images/STO-COR-N333-PRO-0933.jpg,https://example.com/products/STO-COR-N333-PRO-0933,Reliable external hdd with modern electronics features and dependable performance.,"storage,external-hdd,corebyte,n333-pro",N,E-commerce,2024-07-09,sku_admin,2024-09-07,kpatel,2
CAB-BRI-N297-WH-0934,ITM-000934,135716826111,MPN-BRI-876414,BrightView N297-WH HDMI Cable,HDMI Cable by BrightView,BrightView N297-WH HDMI Cable for consumer and business electronics applications.,Cable,HDMI Cable,BrightView,N297-WH,Active,PACK,Component,Stocked,11,58,16,1,1000,C,N,N,38.54,38.44,37.22,87.53,72.04,USD,2025-06-08,SUP-006,Monterrey Cable Works,V-SUP-006-33084,56,Mexico,2.8,10.14,4.51,1.26,57.62,Graphite,Copper,N,WH-MIA-01,Z07,A05,R084,S02,B04,Z07-A05-R084-S02-B04,Shelf,Buy BrightView N297-WH HDMI Cable,https://example.com/images/CAB-BRI-N297-WH-0934.jpg,https://example.com/products/CAB-BRI-N297-WH-0934,Reliable hdmi cable with modern electronics features and dependable performance.,"cable,hdmi-cable,brightview,n297-wh",Y,E-commerce,2025-06-08,arodriguez,2025-10-22,mchen,9
AUD-ZEN-G299-BK-0935,ITM-000935,148578165608,MPN-ZEN-655236,Zenith Digital G299-BK Bluetooth Speaker,Bluetooth Speaker by Zenith Digital,Zenith Digital G299-BK Bluetooth Speaker for consumer and business electronics applications.,Audio,Bluetooth Speaker,Zenith Digital,G299-BK,Active,EA,Finished Good,Non-stocked,207,35,60,1,2500,C,N,Y,581.74,577.38,624.35,1099.23,907.49,USD,2025-03-20,SUP-003,Seoul Digital Supply,V-SUP-003-83921,29,South Korea,8.47,16.29,7.62,5.21,646.72,White,Aluminum,N,WH-MIA-01,Z09,A25,R005,S08,B02,Z09-A25-R005-S08-B02,Pallet,Buy Zenith Digital G299-BK Bluetooth Speaker,https://example.com/images/AUD-ZEN-G299-BK-0935.jpg,https://example.com/products/AUD-ZEN-G299-BK-0935,Reliable bluetooth speaker with modern electronics features and dependable performance.,"audio,bluetooth-speaker,zenith-digital,g299-bk",Y,Retail,2025-03-20,gtovar,2025-05-10,arodriguez,10
CAB-SIG-X412-WH-0936,ITM-000936,030834911647,MPN-SIG-532452,SignalMax X412-WH Power Cable,Power Cable by SignalMax,SignalMax X412-WH Power Cable for consumer and business electronics applications.,Cable,Power Cable,SignalMax,X412-WH,Active,BOX,Accessory,Non-stocked,127,27,38,20,1000,C,N,N,11.53,11.86,11.93,26.39,21.5,USD,2024-07-08,SUP-003,Seoul Digital Supply,V-SUP-003-80114,36,South Korea,1.94,10.29,6.69,0.76,52.32,Black,Steel,N,WH-MIA-01,Z03,A24,R045,S04,B05,Z03-A24-R045-S04-B05,Cage,Buy SignalMax X412-WH Power Cable,https://example.com/images/CAB-SIG-X412-WH-0936.jpg,https://example.com/products/CAB-SIG-X412-WH-0936,Reliable power cable with modern electronics features and dependable performance.,"cable,power-cable,signalmax,x412-wh",Y,Marketplace,2024-07-08,kpatel,2024-10-09,mchen,2
